1 , 2 , 18 , 18 , 1 , 1 
1 , 2 , 18 , 18 , 1 , 2 
1 , 2 , 18 , 18 , 1 , 3 
1 , 2 , 18 , 18 , 1 , 4 
1 , 2 , 18 , 18 , 2 , 1 
1 , 2 , 18 , 18 , 2 , 2 
1 , 2 , 18 , 18 , 2 , 3 
1 , 2 , 18 , 18 , 2 , 4 
1 , 2 , 18 , 18 , 3 , 1 
1 , 2 , 18 , 18 , 3 , 2 
1 , 2 , 18 , 18 , 3 , 3 
1 , 2 , 18 , 18 , 3 , 4 
1 , 2 , 18 , 18 , 4 , 1 
1 , 2 , 18 , 18 , 4 , 2 
1 , 2 , 18 , 18 , 4 , 3 
1 , 2 , 18 , 18 , 4 , 4 
1 , 2 , 19 , 18 , 3 , 1 
1 , 2 , 19 , 18 , 3 , 2 
1 , 2 , 19 , 18 , 3 , 3 
1 , 2 , 19 , 18 , 3 , 4 
1 , 2 , 19 , 18 , 4 , 1 
1 , 2 , 19 , 18 , 4 , 2 
1 , 2 , 19 , 18 , 4 , 3 
1 , 2 , 19 , 18 , 4 , 4 
1 , 2 , 19 , 18 , 2 , 1 
1 , 2 , 19 , 18 , 2 , 2 
1 , 2 , 19 , 18 , 2 , 3 
1 , 2 , 19 , 18 , 2 , 4 
1 , 2 , 19 , 18 , 1 , 1 
1 , 2 , 19 , 18 , 1 , 2 
1 , 2 , 19 , 18 , 1 , 3 
1 , 2 , 19 , 18 , 1 , 4 
