175
Feature_ID,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,EquivalentDiameters,EulerAngles_0,EulerAngles_1,EulerAngles_2,FPhases,NumCells,NumNeighbors,SurfaceFeatures,Volumes
78,-0.00771923,-0.174698,-0.827386,-0.533717,12.9571,2.52454,0.351545,5.75445,1,1139,5,1,1139
79,0.233151,-0.113315,-0.47204,-0.842602,14.7872,3.19985,0.524447,4.10464,1,1693,15,1,1693
80,0.0835069,0.159259,-0.749432,-0.637193,20.9768,5.09562,0.361617,2.9199,1,4833,18,1,4833
81,0.204544,0.158766,-0.708133,-0.656889,19.1637,4.62457,0.523829,3.30446,1,3685,13,1,3685
82,0.203277,-0.264123,-0.746877,-0.575406,16.0849,3.1411,0.679582,4.9708,1,2179,12,1,2179
83,0.0819696,-0.618152,-0.769989,-0.135223,18.1101,2.19764,0.292052,5.02888,1,3110,21,0,3110
84,0.234925,0.0678106,-0.739315,-0.627396,12.3321,4.28971,0.494041,3.72769,1,982,8,1,982
85,0.0820283,-0.590157,-0.802996,-0.0135333,20.6282,6.22504,0.481998,2.23805,1,4596,23,0,4596
86,-0.0382588,-0.0842909,-0.758076,-0.645563,19.3491,2.0101,0.1854,6.00386,1,3793,20,1,3793
87,0.260747,-0.509976,-0.779613,-0.253259,5.41203,3.30014,1.21976,5.49645,2,83,3,1,83
88,0.310236,0.642496,0.672316,-0.197341,6.06824,2.97725,1.58889,0.735347,2,117,2,0,117
89,0.310236,0.642496,0.672316,-0.197341,6.66466,2.58381,2.30169,0.198365,2,155,4,0,155
90,0.0840663,-0.10675,0.903105,-0.407355,5.90847,2.51252,1.05132,0.932984,2,108,2,0,108
91,-0.00619991,0.345348,0.670771,-0.656325,6.45764,2.83507,1.75968,0.359399,2,141,4,0,141
92,0.0812681,-0.739903,-0.588797,-0.315051,4.20748,2.75968,1.67913,5.68247,2,39,2,1,39
93,0.310236,0.642496,0.672316,-0.197341,6.36471,2.4626,1.48022,5.89992,2,135,2,0,135
94,0.310236,0.642496,0.672316,-0.197341,5.3902,3.32558,1.59767,5.53592,2,82,2,0,82
95,-0.0614328,-0.455128,-0.845467,-0.272527,6.26898,2.44749,1.89709,5.46497,2,129,2,0,129
96,-0.11145,0.529276,0.800515,-0.258113,5.49761,3.66104,1.14297,0.10437,2,87,3,1,87
97,-0.00133972,-0.870828,-0.364908,-0.329391,5.90847,3.76623,1.68205,0.074708,2,108,2,0,108
98,0.0310498,0.420665,0.80674,-0.413821,6.38038,2.32558,1.75976,5.96263,2,136,4,0,136
99,-0.122608,-0.605328,-0.7567,-0.214363,6.33312,3.51731,1.24795,0.510406,2,133,2,0,133
100,0.115097,0.226031,0.660524,-0.706661,5.89018,2.57336,1.11265,6.09372,2,107,3,0,107
101,0.310236,0.642496,0.672316,-0.197341,5.72017,2.78478,0.99287,0.60017,2,98,3,0,98
102,0.307062,-0.164025,-0.75314,0.558202,5.87177,2.61358,2.07274,0.357815,2,106,5,0,106
103,0.260655,-0.448881,-0.838345,0.166557,3.93898,3.8638,1.09153,5.95321,2,32,2,1,32
104,0.310236,0.642496,0.672316,-0.197341,5.25539,2.78816,1.86003,6.18098,2,76,3,0,76
105,0.310236,0.642496,0.672316,-0.197341,5.70065,2.8133,1.63598,0.642958,2,97,3,0,97
106,0.113296,0.401646,0.756585,-0.503412,5.43367,3.24782,1.44877,6.14074,2,84,6,0,84
107,0.153054,0.547651,0.820507,-0.0584858,6.36471,2.69596,1.18337,0.486006,2,135,3,0,135
108,0.184681,-0.281282,-0.86429,0.373867,5.99828,3.62756,1.51661,5.59475,2,113,3,0,113
109,0.10002,0.478217,0.871257,-0.047063,5.73956,2.98938,1.02089,0.260145,2,99,3,1,99
110,0.425593,0.454405,0.781371,0.0429732,6.17024,2.33398,1.34409,0.697728,2,123,1,1,123
111,0.291623,-0.820661,-0.489473,-0.0434537,6.30121,3.39448,2.1142,5.85321,2,131,3,1,131
112,0.100409,0.551621,0.824694,0.0742471,5.96268,2.93158,2.21526,6.16133,2,111,3,0,111
113,-0.039234,-0.726152,-0.575642,-0.373898,5.73956,2.51157,1.6285,5.76112,2,99,5,1,99
114,-0.118701,0.842448,0.452098,-0.267951,5.77796,2.83754,1.6911,5.59896,2,101,3,0,101
115,-0.0993522,-0.667009,-0.636672,-0.374002,5.99828,2.76256,1.92869,6.07453,2,113,3,0,113
116,-0.0392854,-0.881107,-0.429555,-0.19388,5.81585,2.67306,2.16011,5.90377,2,103,4,1,103
117,-0.0685742,-0.423601,-0.809934,-0.399833,6.50311,2.52254,0.887026,5.98511,2,144,4,1,144
118,0.100616,0.58898,0.801745,0.0135286,5.08882,2.95552,1.28079,0.152326,2,69,3,1,69
119,0.230487,-0.446296,-0.835442,-0.223007,6.13662,3.35746,1.05251,5.54562,2,121,2,1,121
120,0.426535,0.759496,0.490876,-0.0165628,5.60097,3.22481,0.812546,0.281946,2,92,6,0,92
121,0.0509793,-0.400415,-0.911678,0.0768978,4.91056,3.35238,0.830999,6.2407,2,62,2,1,62
122,0.251385,0.63065,0.721163,-0.137877,5.87177,2.95119,1.49254,0.568217,2,106,3,1,106
123,0.12305,0.708814,0.678211,-0.149904,5.62119,3.35067,1.3785,6.03904,2,93,4,0,93
124,0.310236,0.642496,0.672316,-0.197341,6.36471,2.36493,1.70319,6.2686,2,135,4,0,135
125,0.130295,0.629994,0.72049,-0.258892,6.79123,3.47142,2.0778,6.13904,2,164,2,0,164
126,0.12305,0.708814,0.678211,-0.149904,6.36471,2.87175,1.19042,0.0902658,2,135,3,0,135
127,0.0672464,-0.044257,-0.769777,0.633216,5.5806,2.82151,1.46439,5.9001,2,91,7,0,91
128,-0.0394225,-0.893774,-0.440646,-0.0737982,5.27834,2.75552,1.81146,5.92068,2,77,3,0,77
129,0.310236,0.642496,0.672316,-0.197341,5.70065,2.65676,1.41146,5.82679,2,97,3,0,97
130,0.0426735,0.263514,-0.0336256,-0.963124,5.85325,2.93897,1.37918,5.72771,2,105,2,0,105
131,0.310236,0.642496,0.672316,-0.197341,5.98053,3.466,2.17637,0.413227,2,112,3,0,112
132,0.310236,0.642496,0.672316,-0.197341,6.33312,2.62252,1.2679,0.0300269,2,133,2,0,133
133,0.142852,-0.771109,-0.618663,0.0473371,6.15347,3.40114,1.80291,6.17637,2,122,4,1,122
134,0.140721,-0.808331,-0.478293,-0.313103,5.96268,2.73433,1.92453,5.53121,2,111,2,1,111
135,0.27299,0.62108,0.711442,0.183265,5.6612,3.34349,1.81305,0.766944,2,95,2,0,95
136,0.210837,0.473122,0.80214,-0.297111,6.79123,3.28286,1.24593,0.277332,2,164,5,0,164
137,0.310236,0.642496,0.672316,-0.197341,5.41203,2.66107,2.03611,5.75359,2,83,3,0,83
138,0.220504,0.591032,0.741658,-0.22804,5.92665,2.71067,1.27319,5.58048,2,109,5,0,109
139,0.0092208,0.889089,0.436543,-0.137352,6.45764,3.43605,2.19091,0.315201,2,141,2,1,141
140,0.25052,0.498334,0.829832,-0.0167552,5.92665,3.96568,1.31525,5.96901,2,109,5,0,109
141,-0.180942,-0.892737,-0.383707,-0.151822,6.17024,2.49499,1.97853,0.268247,2,123,3,0,123
142,0.301036,0.447586,0.836999,0.0920689,5.13752,3.16452,2.0563,5.97257,2,71,5,0,71
143,0.0977956,-0.0137763,-0.710919,0.696305,6.17024,3.72106,0.915016,6.21418,2,123,4,0,123
144,0.310236,0.642496,0.672316,-0.197341,5.73956,3.28261,1.39767,0.548904,2,99,2,0,99
145,0.292996,-0.746815,-0.595411,-0.0436582,2.67301,3.44227,1.86206,5.83612,2,10,1,1,10
146,0.229901,-0.378519,-0.886195,0.136118,5.73956,3.83982,0.917587,5.88977,2,99,2,1,99
147,0.310236,0.642496,0.672316,-0.197341,5.89018,3.68609,1.61644,0.31866,2,107,2,0,107
148,0.301116,-0.689039,-0.65861,0.0280647,6.50311,2.66361,2.11476,0.545435,2,144,1,0,144
149,-0.0394225,-0.893774,-0.440646,-0.0737982,5.73956,3.6167,1.93979,0.128864,2,99,2,0,99
150,0.310236,0.642496,0.672316,-0.197341,6.15347,3.2361,1.70297,6.24014,2,122,5,0,122
151,0.0815133,-0.871496,-0.477891,-0.0739592,5.06411,3.08131,2.13211,6.03638,2,68,2,1,68
152,0.289178,-0.880512,-0.373119,-0.0430893,5.45515,3.34394,2.37151,5.85089,2,85,3,1,85
153,0.092664,0.77098,0.618641,-0.119528,5.72017,2.34605,1.86192,5.73448,2,98,4,0,98
154,0.100725,0.684074,0.714256,-0.108333,3.97959,3.14592,1.52699,0.296718,2,33,3,1,33
155,0.100409,0.551621,0.824694,0.0742471,6.03346,3.68549,1.57569,5.78674,2,115,3,0,115
156,0.142151,-0.844464,-0.511072,-0.074025,6.13662,2.86904,1.04542,0.381061,2,121,4,0,121
157,0.303787,0.688437,0.658013,-0.0280599,6.18692,2.87015,0.880548,6.05488,2,124,2,0,124
158,0.259971,-0.440575,-0.829016,0.225922,4.85718,3.94074,1.07399,6.01616,2,60,1,1,60
159,-0.17914,0.88079,0.429373,-0.0880762,5.92665,3.79955,1.92518,0.16143,2,109,4,0,109
160,0.140754,-0.569288,-0.71893,-0.373146,5.94472,2.90522,1.25329,5.56204,2,110,3,1,110
161,-0.177871,0.855299,0.407079,-0.266669,6.26898,2.72673,1.64527,0.552887,2,129,4,0,129
162,0.26329,-0.602327,-0.753459,-0.0134607,5.27834,3.53582,1.43461,5.85323,2,77,2,1,77
163,-0.142084,0.812498,0.539799,-0.168155,6.06824,2.70993,1.66855,6.12345,2,117,5,0,117
164,-0.172239,-0.0366729,0.095295,-0.979749,5.87177,3.65182,0.877235,0.412948,2,106,2,0,106
165,0.328775,-0.482124,-0.81207,-0.00216575,5.6612,3.41931,0.821442,0.0220146,2,95,4,0,95
166,0.337189,0.40264,0.849725,-0.046392,5.98053,2.49897,1.10586,0.751703,2,112,4,1,112
167,-0.0614328,-0.455128,-0.845467,-0.272527,5.73956,3.58524,1.70777,6.26387,2,99,3,0,99
168,0.310236,0.642496,0.672316,-0.197341,6.38038,2.6094,1.7852,5.54342,2,136,3,0,136
169,-0.0511144,0.589783,0.740353,-0.318467,4.50901,3.63427,1.26706,0.319779,2,48,1,1,48
170,0.142884,-0.619699,-0.771605,-0.0135298,6.10262,3.75656,1.14033,0.641239,2,119,4,0,119
171,0.399187,0.691051,0.600766,-0.0466665,2.37338,2.69529,1.84814,0.601347,2,7,2,1,7
172,-0.00137509,-0.721918,-0.691202,-0.0327363,6.18692,3.81201,1.89691,0.245147,2,124,3,0,124
173,0.310236,0.642496,0.672316,-0.197341,5.85325,3.54982,1.93081,6.04047,2,105,4,0,105
174,-0.212542,-0.740387,-0.589361,-0.243529,6.15347,3.0828,1.36523,0.655388,2,122,2,0,122
175,0.310236,0.642496,0.672316,-0.197341,6.23642,2.41339,0.890155,0.0239897,2,127,3,0,127
Feature_ID,NumNeighbors,NeighborList
1,5,16,43,56,81,111
2,13,4,14,26,27,42,49,63,78,116,134,135,152,173
3,10,24,39,52,57,58,61,64,70,130,143
4,9,2,5,42,49,63,71,78,80,154
5,6,4,19,49,63,71,154
6,13,16,68,72,80,82,85,92,101,108,124,139,142,153
7,12,17,19,31,38,49,71,72,80,82,84,85,91
8,9,11,13,20,24,36,122,123,162,169
9,8,10,14,26,35,41,60,66,159
10,22,9,21,37,41,43,44,46,47,53,60,65,66,74,79,83,86,102,112,120,133,156,161
11,17,8,13,15,20,24,29,30,36,48,52,61,64,73,89,95,128,151
12,8,28,34,39,48,54,69,73,115
13,10,8,11,24,36,50,52,55,61,122,123
14,9,2,9,18,26,27,35,42,60,116
15,19,11,25,30,36,43,45,48,55,56,64,69,73,89,93,104,107,121,141,150
16,15,1,6,23,26,43,47,51,65,66,68,81,82,85,111,149
17,11,7,19,23,32,68,72,76,84,85,87,168
18,10,14,19,23,27,35,46,60,63,65,66
19,16,5,7,17,18,23,26,27,32,35,49,63,80,85,87,167,174
20,6,8,11,24,29,73,151
21,13,10,37,44,46,53,75,77,79,83,86,113,127,133
22,8,40,50,52,55,58,59,62,70
23,22,16,17,18,19,26,28,32,34,35,47,51,65,66,68,76,81,85,87,90,94,100,158
24,12,3,8,11,13,20,29,50,52,61,103,109,166
25,15,15,30,34,37,39,43,45,48,54,56,64,69,86,105,150
26,17,2,9,14,16,19,23,27,35,42,49,65,66,82,85,147,159,170
27,10,2,14,18,19,26,35,49,63,116,135
28,11,12,23,34,43,44,51,54,65,69,88,115
29,7,11,20,24,48,61,73,166
30,10,11,15,25,36,56,69,73,105,107,110
31,8,7,38,71,72,80,84,118,171
32,11,17,19,23,51,67,68,76,84,85,160,168
33,12,40,45,53,58,62,75,79,83,86,98,113,138
34,18,12,23,25,28,43,51,54,56,67,68,69,76,81,96,115,129,137,172
35,12,9,14,18,19,23,26,27,49,65,66,100,159
36,15,8,11,13,15,30,50,52,55,58,61,64,89,93,95,104
37,17,10,21,25,39,43,44,45,53,54,64,74,83,86,126,156,161,164
38,5,7,31,71,80,118
39,15,3,12,25,37,45,48,54,57,61,64,73,74,83,163,164
40,10,22,33,52,57,58,59,62,70,75,140
41,7,9,10,46,60,79,86,146
42,10,2,4,14,26,49,80,82,117,134,136
43,19,1,10,15,16,25,28,34,37,44,47,51,54,56,69,81,86,132,157,172
44,22,10,21,28,37,43,46,47,51,54,65,66,74,77,83,86,102,106,120,125,155,156,161
45,17,15,25,33,37,39,58,64,75,79,83,86,98,121,126,138,144,175
46,13,10,18,21,41,44,60,65,66,79,106,112,125,133
47,11,10,16,23,43,44,51,65,66,86,102,148
48,15,11,12,15,25,29,39,54,61,64,69,73,128,141,143,150
49,19,2,4,5,7,19,26,27,35,42,63,71,80,82,85,91,136,167,170,174
50,8,13,22,24,36,52,55,61,119
51,12,16,23,28,32,34,43,44,47,65,76,81,155
52,14,3,11,13,22,24,36,40,50,55,58,61,64,70,119
53,13,10,21,33,37,57,74,75,77,79,83,86,113,127
54,14,12,25,28,34,37,39,43,44,48,69,74,77,88,132
55,8,13,15,22,36,50,52,58,64
56,9,1,15,25,30,34,43,69,81,157
57,13,3,39,40,53,58,64,70,74,75,83,130,140,163
58,18,3,22,33,36,40,45,52,55,57,62,64,70,75,83,138,140,163,175
59,4,22,40,62,70
60,7,9,10,14,18,41,46,66
61,14,3,11,13,24,29,36,39,48,50,52,64,128,143,166
62,6,22,33,40,58,59,75
63,8,2,4,5,18,19,27,49,78
64,20,3,11,15,25,36,37,39,45,48,52,55,57,58,61,75,83,141,143,150,175
65,18,10,16,18,23,26,28,35,44,46,47,51,66,90,94,100,106,120,155
66,16,9,10,16,18,23,26,35,44,46,47,60,65,106,112,120,159
67,7,32,34,68,76,81,84,129
68,15,6,16,17,23,32,34,67,72,76,81,84,85,97,108,142
69,14,12,15,25,28,30,34,43,48,54,56,73,105,107,150
70,8,3,22,40,52,57,58,59,140
71,9,4,5,7,31,38,49,80,99,154
72,10,6,7,17,31,68,80,84,85,139,145
73,9,11,12,15,20,29,30,39,48,69
74,10,10,37,39,44,53,54,57,77,83,114
75,18,21,33,40,45,53,57,58,62,64,79,83,86,98,113,127,138,140,163
76,12,17,23,32,34,51,67,68,84,96,129,160,168
77,7,21,44,53,54,74,83,114
78,5,2,4,63,152,173
79,15,10,21,33,41,45,46,53,75,86,113,127,131,133,146,165
80,18,4,6,7,19,31,38,42,49,71,72,82,85,91,92,99,117,124,136
81,13,1,16,23,34,43,51,56,67,68,85,97,111,137
82,12,6,7,16,26,42,49,80,85,117,124,136,170
83,21,10,21,33,37,39,44,45,53,57,58,64,74,75,77,86,98,114,127,138,144,163
84,8,7,17,31,32,67,68,72,76
85,23,6,7,16,17,19,23,26,32,49,68,72,80,81,82,91,108,124,142,147,149,153,167,170
86,20,10,21,25,33,37,41,43,44,45,47,53,75,79,83,126,127,131,156,161,165
87,3,17,19,23
88,2,28,54
89,4,11,15,36,104
90,2,23,65
91,4,7,49,80,85
92,2,6,80
93,2,15,36
94,2,23,65
95,2,11,36
96,3,34,76,160
97,2,68,81
98,4,33,45,75,83
99,2,71,80
100,3,23,35,65
101,3,6,142,153
102,5,10,44,47,106,120
103,2,24,109
104,3,15,36,89
105,3,25,30,69
106,6,44,46,65,66,102,120
107,3,15,30,69
108,3,6,68,85
109,3,24,103,166
110,1,30
111,3,1,16,81
112,3,10,46,66
113,5,21,33,53,75,79
114,3,74,77,83
115,3,12,28,34
116,4,2,14,27,173
117,4,42,80,82,136
118,3,31,38,171
119,2,50,52
120,6,10,44,65,66,102,106
121,2,15,45
122,3,8,13,123
123,4,8,13,122,162
124,4,6,80,82,85
125,2,44,46
126,3,37,45,86
127,7,21,53,75,79,83,86,165
128,3,11,48,61
129,3,34,67,76
130,2,3,57
131,3,79,86,165
132,2,43,54
133,4,10,21,46,79
134,2,2,42
135,2,2,27
136,5,42,49,80,82,117
137,3,34,81,172
138,5,33,45,58,75,83
139,2,6,72
140,5,40,57,58,70,75
141,3,15,48,64
142,5,6,68,85,101,153
143,4,3,48,61,64
144,2,45,83
145,1,72
146,2,41,79
147,2,26,85
148,1,47
149,2,16,85
150,5,15,25,48,64,69
151,2,11,20
152,3,2,78,173
153,4,6,85,101,142
154,3,4,5,71
155,3,44,51,65
156,4,10,37,44,86
157,2,43,56
158,1,23
159,4,9,26,35,66
160,3,32,76,96
161,4,10,37,44,86
162,2,8,123
163,5,39,57,58,75,83
164,2,37,39
165,4,79,86,127,131
166,4,24,29,61,109
167,3,19,49,85
168,3,17,32,76
169,1,8
170,4,26,49,82,85
171,2,31,118
172,3,34,43,137
173,4,2,78,116,152
174,2,19,49
175,3,45,58,64
Feature_ID,NumNeighbors,SharedSurfaceAreaList
1,5,34,53,98,221,25
2,13,139,414,30,272,288,155,162,404,68,1,30,64,159
3,10,12,130,198,473,76,336,222,578,111,1
4,9,139,358,130,180,222,11,171,3,11
5,6,358,85,331,106,182,35
6,13,40,190,223,307,270,337,28,197,2,200,59,70,122
7,12,260,132,152,5,41,15,330,510,4,7,194,157
8,9,300,219,16,195,129,65,105,109,61
9,8,22,365,117,94,11,326,203,4
10,22,22,248,67,299,6,323,206,227,14,171,1,278,1,142,28,476,123,117,15,23,67,43
11,17,300,11,157,128,122,150,83,297,235,1,237,14,436,29,186,123,31
12,8,220,410,1,5,180,496,141,49
13,10,219,11,24,329,292,3,57,2,53,33
14,9,414,365,69,131,297,83,2,17,28
15,19,157,228,471,220,9,52,67,11,11,357,86,12,188,7,85,12,1,33,15
16,15,34,40,247,183,184,363,109,18,54,45,506,4,416,94,9
17,11,260,90,8,478,141,181,45,283,108,26,17
18,10,69,132,74,212,224,51,96,139,118,232
19,16,85,132,90,132,252,16,58,83,389,355,215,52,116,47,40,102
20,6,16,128,218,161,50,72
21,13,248,3,382,120,363,36,189,81,101,22,10,57,140
22,8,115,192,266,321,231,519,15,50
