169
Feature_ID,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,EquivalentDiameters,EulerAngles_0,EulerAngles_1,EulerAngles_2,FPhases,NumCells,NumNeighbors,SurfaceFeatures,Volumes
89,0.467955,-0.806657,-0.287884,-0.21782,5.49761,2.37504,2.7501,3.47561,2,87,5,0,87
90,0.629316,-0.729868,0.253887,0.0824393,6.0509,0.397584,2.60117,2.11607,2,116,5,1,116
91,-0.175571,0.321307,-0.700819,-0.6122,5.18531,0.944469,2.97836,3.18357,2,73,3,0,73
92,0.820082,-0.498371,0.222265,0.172309,5.62119,0.365268,2.57143,1.45741,2,93,3,1,93
93,-0.475874,0.879167,-0.0114927,-0.0218294,5.3682,5.69312,3.09225,1.55928,2,81,2,1,81
94,0.467955,-0.806657,-0.287884,-0.21782,5.70065,4.49829,2.6096,5.32057,2,97,6,0,97
95,0.563014,-0.0610463,0.663783,0.48855,6.39598,3.57649,2.46779,4.84455,2,137,2,0,137
96,0.790403,-0.528897,0.131924,-0.279513,5.77796,1.54592,2.51464,2.45169,2,101,2,0,101
97,0.206084,-0.476434,0.790823,0.324252,6.33312,0.311734,2.63335,2.65822,2,133,4,0,133
98,-0.715047,0.633928,0.018771,-0.294093,4.34667,5.49411,2.54333,0.661596,2,43,2,1,43
99,0.560818,-0.720126,-0.407966,0.0215931,3.47649,3.85614,2.29989,5.6744,2,22,1,1,22
100,-0.446254,0.845844,0.018615,-0.291648,6.13662,5.13412,2.54845,1.02158,2,121,4,1,121
101,0.501198,-0.843412,-0.109462,-0.15961,5.06411,2.70812,2.75206,4.77735,2,68,1,1,68
102,-0.319603,0.623642,-0.336196,-0.629204,5.96268,3.36405,2.49672,4.26821,2,111,4,0,111
103,-0.421761,0.426308,-0.524644,-0.604258,5.77796,0.485266,2.71717,1.85004,2,101,4,0,101
104,0.544181,-0.702677,0.458305,-0.00831664,5.01397,0.677105,2.18925,2.50078,2,66,2,1,66
105,0.611734,-0.773487,0.102779,-0.130136,5.3682,1.57147,2.8084,3.37476,2,81,1,1,81
106,0.467955,-0.806657,-0.287884,-0.21782,6.63587,4.98186,2.52379,5.88843,2,153,5,0,153
107,0.63748,-0.471034,0.568575,0.220156,6.34895,5.92436,2.54316,0.640776,2,134,2,0,134
108,-0.0654556,-0.111441,-0.623018,-0.771457,5.90847,3.32639,2.75495,4.15908,2,108,2,0,108
109,0.854262,-0.41527,0.310363,-0.0382464,1.56319,1.24093,2.5055,2.14589,2,2,2,1,2
110,0.884429,-0.385597,-0.257783,0.0514616,6.20351,1.96556,2.70515,3.33011,2,125,5,0,125
111,0.35364,-0.139748,0.467598,0.797973,5.85325,5.16422,2.56185,0.331977,2,105,3,0,105
112,-0.124799,-0.230368,-0.460759,-0.847972,6.30121,6.01494,3.00718,1.61972,2,131,3,0,131
113,0.845472,-0.521483,0.10251,0.0521995,5.81585,0.733925,2.74562,2.80341,2,103,1,0,103
114,0.421468,-0.817911,-0.375659,0.110756,4.83004,3.90411,2.33675,6.09408,2,59,2,1,59
115,0.79061,-0.587621,-0.170758,0.0219025,5.3902,4.20079,2.79555,5.47913,2,82,1,1,82
116,0.892572,-0.448894,0.0416907,-0.00843411,6.47287,1.30442,3.0565,2.23639,2,142,2,1,142
117,0.778029,-0.575755,-0.018784,-0.250647,5.3682,1.07289,2.63278,1.89706,2,81,1,0,81
118,-0.0350899,0.0409216,-0.692605,-0.7193,6.03346,5.41537,2.44894,0.216463,2,115,1,0,115
119,-0.61441,0.661237,-0.122564,-0.412606,5.85325,4.25221,2.21837,5.43601,2,105,3,0,105
120,-0.820873,0.442059,0.167893,-0.320254,5.3902,5.30634,2.40164,0.0111294,2,82,3,1,82
121,0.817328,-0.357375,0.200416,0.405082,5.81585,3.4718,2.90718,5.27377,2,103,4,0,103
122,0.742822,-0.661061,-0.079906,-0.0694966,5.77796,3.33167,2.43959,5.32709,2,101,1,0,101
123,0.467955,-0.806657,-0.287884,-0.21782,6.34895,0.923016,2.66935,2.81767,2,134,4,0,134
124,0.900001,-0.399012,0.161564,-0.0684476,6.73556,1.55422,2.78884,2.38884,2,160,6,1,160
125,0.671356,-0.504117,0.387409,0.38087,6.20351,0.335243,2.35566,1.87468,2,125,2,0,125
126,0.845472,-0.521483,0.10251,0.0521995,5.62119,4.98534,2.56246,0.510851,2,93,4,0,93
127,-0.672182,0.712282,-0.102768,-0.173966,4.77484,6.00241,2.73469,1.34793,2,57,3,1,57
128,0.884429,-0.385597,-0.257783,0.0514616,5.70065,5.64556,2.58742,1.17037,2,97,2,0,97
129,-0.861505,0.421622,0.108477,-0.261298,5.25539,5.43456,2.56792,0.0616379,2,76,3,1,76
130,0.520284,-0.609896,0.579348,0.147264,6.31721,2.11089,2.51314,3.29033,2,132,4,0,132
131,-0.0265207,0.688132,-0.525585,-0.499531,5.96268,5.15094,2.5986,0.764812,2,111,5,0,111
132,0.691692,-0.611119,0.372003,-0.0985357,5.5806,1.1061,2.35154,2.55336,2,91,3,1,91
133,-0.592462,0.753297,0.109481,-0.263716,6.62138,2.48435,2.43953,3.38299,2,152,4,0,152
134,0.627726,-0.503462,0.51558,0.294386,5.3682,3.34056,2.39824,4.78876,2,81,4,0,81
135,-0.44389,0.363686,-0.20629,-0.792552,5.89018,5.59285,2.85193,0.850786,2,107,2,0,107
136,0.467955,-0.806657,-0.287884,-0.21782,5.5806,0.30197,2.40574,2.20757,2,91,2,0,91
137,0.845472,-0.521483,0.10251,0.0521995,6.18692,3.74673,2.82884,4.76157,2,124,4,0,124
138,-0.578702,0.801106,-0.102699,-0.113073,5.06411,6.07534,2.83489,1.68257,2,68,1,1,68
139,-0.749143,0.607362,-0.0114952,-0.264127,4.68956,5.64542,2.60648,0.724751,2,54,1,1,54
140,-0.592462,0.753297,0.109481,-0.263716,5.94472,0.549586,2.74647,1.38177,2,110,2,0,110
141,0.710774,-0.629755,0.0416851,-0.310598,5.18531,2.28315,2.50409,3.73321,2,73,2,1,73
142,0.639375,-0.679093,0.342743,0.112071,5.3682,0.439259,2.40377,2.07029,2,81,4,1,81
143,0.776159,-0.573991,-0.260844,-0.00844488,5.23224,4.04326,2.61352,5.31679,2,75,1,1,75
144,0.351606,-0.228332,0.623658,0.659763,5.62119,0.547127,2.91101,1.65248,2,93,4,0,93
145,-0.84583,0.464345,-0.0114177,-0.262347,5.98053,5.82462,2.61017,0.545555,2,112,2,1,112
146,0.790403,-0.528897,0.131924,-0.279513,6.03346,2.57931,2.63344,3.85348,2,115,2,0,115
147,0.704337,-0.623468,-0.320317,0.112225,5.81585,2.38206,2.45852,3.17521,2,103,3,0,103
148,0.738878,-0.657208,-0.110276,-0.0998785,6.26898,3.24946,2.84292,4.70339,2,129,3,1,129
149,-0.526771,0.808118,-0.0114592,-0.263299,5.62119,3.94461,2.54665,5.21581,2,93,3,0,93
150,-0.0859909,0.232931,-0.668765,-0.700787,5.18531,2.03643,2.81976,4.10321,2,73,4,0,73
151,-0.667825,0.647315,-0.222157,-0.292643,5.87177,6.16271,2.38914,1.41913,2,106,6,1,106
152,-0.424973,0.55896,-0.484848,-0.521424,6.08547,5.35093,2.23231,0.983809,2,118,2,0,118
153,0.717345,-0.636173,0.283952,-0.00844886,5.06411,0.875043,2.5655,2.32604,2,68,5,1,68
154,0.572243,-0.732106,-0.0186488,-0.369068,5.99828,2.28473,2.38457,4.09943,2,113,2,1,113
155,0.392087,-0.912659,-0.108825,-0.0384472,5.3902,3.20775,2.91024,5.53781,2,82,3,1,82
156,0.866239,-0.369945,0.279056,-0.186812,2.2545,1.7571,2.45665,2.56434,2,6,1,1,6
157,0.640951,-0.136093,0.614965,0.438724,6.17024,4.32481,2.44902,5.77395,2,123,3,0,123
158,0.800287,-0.538052,-0.169776,0.203018,5.08882,4.99481,2.60591,6.17863,2,69,3,1,69
159,0.719842,-0.579247,0.101499,-0.368781,3.7675,2.19542,2.35661,3.55061,2,28,3,1,28
160,0.731988,-0.5909,-0.320087,0.112144,5.99828,4.37023,2.44954,5.72853,2,113,3,1,113
161,0.859319,-0.363996,0.130043,-0.334913,5.53941,2.37055,2.40661,3.1719,2,89,4,1,89
162,0.467955,-0.806657,-0.287884,-0.21782,5.70065,5.33356,2.6082,1.03662,2,97,4,0,97
163,0.601609,-0.223623,0.320611,0.696612,6.0509,5.5227,2.40571,0.320579,2,116,3,0,116
164,0.778029,-0.575755,-0.018784,-0.250647,6.13662,0.117001,2.41274,2.39254,2,121,3,0,121
165,0.896884,-0.396326,0.161425,0.111654,6.15347,3.26933,2.9294,4.72378,2,122,5,0,122
166,0.523685,-0.0633749,0.624573,0.575888,6.23642,2.91721,2.6639,4.63474,2,127,3,0,127
167,0.757733,-0.615607,0.102604,-0.190635,5.83461,1.38437,2.72075,3.10113,2,104,3,0,104
168,0.325996,-0.170805,0.700286,0.61168,6.42696,2.89324,2.49444,3.88917,2,139,3,0,139
169,-0.353581,0.444165,-0.585374,-0.578823,6.42696,1.10951,2.30487,2.36953,2,139,3,0,139
Feature_ID,NumNeighbors,NeighborList
1,10,12,25,40,71,76,83,89,106,153,161
2,15,5,6,11,13,43,49,61,68,72,74,77,94,99,112,137
3,6,6,11,32,45,65,77
4,10,5,18,28,37,42,43,45,65,121,166
5,14,2,4,6,21,37,46,47,49,61,65,77,116,121,141
6,19,2,3,5,11,13,43,45,49,53,58,61,65,68,72,74,77,94,137,165
7,8,16,27,39,42,47,64,145,151
8,10,21,23,26,46,47,50,55,66,91,146
9,5,26,39,47,50,66
10,8,29,31,35,57,63,68,75,79
11,17,2,3,6,13,32,35,41,45,67,68,77,80,84,94,102,109,168
12,10,1,22,40,67,71,76,83,89,100,153
13,15,2,6,11,28,35,43,45,56,68,80,94,111,122,126,152
14,13,15,17,20,30,33,34,38,41,48,51,78,81,160
15,9,14,20,33,34,48,78,81,82,90
16,11,7,27,39,52,54,59,64,73,86,167,169
17,8,14,22,34,38,48,81,83,163
18,16,4,27,28,37,39,42,43,52,54,61,62,65,131,140,144,166
19,7,30,34,53,58,60,78,127
20,7,14,15,34,48,78,90,160
21,14,5,8,23,37,39,46,47,54,55,59,61,66,74,103
22,15,12,17,24,29,38,40,63,67,69,76,79,81,82,83,100
23,15,8,21,26,39,44,47,54,55,59,64,66,70,87,123,132
24,15,22,25,29,40,69,71,75,76,79,82,97,125,147,149,162
25,7,1,24,71,75,76,93,98
26,11,8,9,23,44,55,66,70,87,115,132,134
27,13,7,16,18,39,42,52,54,62,73,86,144,167,169
28,12,4,13,18,43,45,56,62,65,96,104,131,140
29,13,10,22,24,32,35,40,57,63,69,75,79,149,162
30,9,14,19,36,41,51,53,58,78,127
31,9,10,36,51,53,57,63,68,72,114
32,15,3,11,29,35,40,41,45,63,67,68,84,85,102,129,158
33,9,14,15,36,78,79,81,82,90,119
34,8,14,15,17,19,20,48,78,160
35,16,10,11,13,29,32,40,45,63,68,71,75,80,84,85,124,155
36,12,30,31,33,51,57,63,78,79,110,119,150,154
37,13,4,5,18,21,39,42,47,54,61,65,121,141,166
38,9,14,17,22,41,51,63,67,78,81
39,18,7,9,16,18,21,23,27,37,42,44,47,54,59,64,66,136,144,151
40,17,1,12,22,24,29,32,35,63,67,71,75,76,95,100,125,129,142
41,14,11,14,30,32,38,51,58,63,67,68,77,78,117,135
42,7,4,7,18,27,37,39,145
43,14,2,4,6,13,18,28,45,54,56,61,62,65,96,131
44,13,23,26,39,47,59,64,66,70,73,87,123,134,151
45,17,3,4,6,11,13,28,32,35,43,56,65,77,80,101,109,126,158
46,12,5,8,21,47,49,50,53,55,60,61,91,133
47,19,5,7,8,9,21,23,37,39,44,46,50,59,61,64,66,91,136,151,164
48,9,14,15,17,20,34,81,82,83,163
49,15,2,5,6,46,53,55,58,60,61,72,74,77,112,116,133
50,7,8,9,46,47,60,66,164
51,15,14,30,31,36,38,41,53,58,63,68,72,78,110,113,150
52,8,16,18,27,54,59,62,167,169
53,15,6,19,30,31,46,49,51,55,58,60,72,74,120,127,133
54,15,16,18,21,23,27,37,39,43,52,59,61,62,103,130,144
55,11,8,21,23,26,46,49,53,61,74,108,133
56,9,13,28,43,45,62,80,111,126,156
57,7,10,29,31,36,63,79,110
58,13,6,19,30,41,49,51,53,60,68,72,77,157,165
59,15,16,21,23,39,44,47,52,54,64,70,73,103,107,123,130
60,6,19,46,49,50,53,58
61,16,2,5,6,18,21,37,43,46,47,49,54,55,65,74,112,131
62,10,18,27,28,43,52,54,56,104,105,139
63,21,10,22,29,31,32,35,36,38,40,41,51,57,67,68,78,79,81,82,110,118,135
64,9,7,16,23,39,44,47,59,73,151
65,13,3,4,5,6,18,28,37,43,45,61,77,121,131
66,13,8,9,21,23,26,39,44,47,50,87,146,151,164
67,11,11,12,22,32,38,40,41,63,95,100,129
68,20,2,6,10,11,13,31,32,35,41,51,58,63,72,77,80,85,94,143,152,168
69,10,22,24,29,79,82,92,97,147,149,162
70,6,23,26,44,59,73,134
71,18,1,12,24,25,35,40,75,76,80,88,89,106,124,142,153,155,159,161
72,14,2,6,31,49,51,53,58,68,74,114,120,137,157,165
73,6,16,27,44,59,64,70
74,11,2,6,21,49,53,55,61,72,108,120,137
75,10,10,24,25,29,35,40,71,80,88,124
76,14,1,12,22,24,25,40,71,81,82,83,97,106,147,148
77,14,2,3,5,6,11,41,45,49,58,65,68,94,165,168
78,18,14,15,19,20,30,33,34,36,38,41,51,63,79,81,90,138,150,154
79,15,10,22,24,29,33,36,57,63,69,78,81,82,92,119,162
80,10,11,13,35,45,56,68,71,75,111,126
81,15,14,15,17,22,33,38,48,63,76,78,79,82,83,90,128
82,15,15,22,24,33,48,63,69,76,79,81,83,92,97,128,148
83,10,1,12,17,22,48,76,81,82,148,163
84,4,11,32,35,102
85,3,32,35,68
86,2,16,27
87,5,23,26,44,66,123
88,2,71,75
89,5,1,12,71,106,153
90,5,15,20,33,78,81
91,3,8,46,47
92,3,69,79,82
93,2,25,98
94,6,2,6,11,13,68,77
95,2,40,67
96,2,28,43
97,4,24,69,76,82
98,2,25,93
99,1,2
100,4,12,22,40,67
101,1,45
102,4,11,32,84,158
103,4,21,54,59,130
104,2,28,62
105,1,62
106,5,1,71,76,89,161
107,2,59,130
108,2,55,74
109,2,11,45
110,5,36,51,57,63,150
111,3,13,56,80
112,3,2,49,61
113,1,51
114,2,31,72
115,1,26
116,2,5,49
117,1,41
118,1,63
119,3,33,36,79
120,3,53,72,74
121,4,4,5,37,65
122,1,13
123,4,23,44,59,87
124,6,35,71,75,142,155,159
125,2,24,40
126,4,13,45,56,80
127,3,19,30,53
128,2,81,82
129,3,32,40,67
130,4,54,59,103,107
131,5,18,28,43,61,65
132,3,23,26,134
133,4,46,49,53,55
134,4,26,44,70,132
135,2,41,63
136,2,39,47
137,4,2,6,72,74
138,1,78
139,1,62
140,2,18,28
141,2,5,37
142,4,40,71,124,159
143,1,68
144,4,18,27,39,54
145,2,7,42
146,2,8,66
147,3,24,69,76
148,3,76,82,83
149,3,24,29,69
150,4,36,51,78,110
151,6,7,39,44,47,64,66
152,2,13,68
153,5,1,12,71,89,161
154,2,36,78
155,3,35,71,124
156,1,56
157,3,58,72,165
158,3,32,45,102
159,3,71,124,142
160,3,14,20,34
161,4,1,71,106,153
162,4,24,29,69,79
163,3,17,48,83
164,3,47,50,66
165,5,6,58,72,77,157
166,3,4,18,37
167,3,16,27,52
168,3,11,68,77
169,3,16,27,52
Feature_ID,NumNeighbors,SharedSurfaceAreaList
1,10,247,12,2,167,157,316,43,132,29,36
2,15,9,338,4,279,319,64,309,329,259,253,37,1,59,27,131
3,6,32,157,95,432,88,229
4,10,37,82,344,216,5,8,74,304,17,71
5,14,9,37,146,20,321,169,285,402,221,366,35,244,34,121
6,19,338,32,146,12,68,77,69,267,3,170,8,148,9,73,12,467,5,37,89
7,8,175,77,301,370,4,225,187,3
8,10,337,189,163,252,173,150,391,428,83,17
9,5,65,3,75,224,618
10,8,362,9,251,249,202,192,12,33
11,17,4,157,12,177,555,80,66,179,59,267,362,203,15,88,18,5,32
12,10,247,261,319,28,50,58,77,116,11,11
13,15,279,68,177,25,18,256,111,372,311,355,7,20,162,22,2
14,13,43,227,3,3,23,432,334,57,75,10,671,240,23
15,9,43,107,60,30,135,9,376,109,116
16,11,175,573,59,175,89,158,195,551,49,140,6
17,8,227,178,1,122,343,97,216,51
18,16,82,250,439,315,15,70,143,1,482,96,253,45,9,97,7,48
19,7,377,1,252,234,4,17,7
20,7,3,107,263,201,1,5,17
21,14,20,337,186,41,60,19,253,443,317,80,566,28,12,1
22,15,261,178,130,18,352,207,177,368,3,170,74,175,143,324,9
23,15,189,186,80,5,146,7,4,44,405,3,117,19,160,9,50
24,15,130,233,263,196,211,168,260,517,1,117,247,48,157,63,26
25,7,12,233,181,94,157,99,58
26,11,163,65,80,283,1,253,229,14,115,139,91
27,13,77,573,250,52,175,162,90,203,94,177,39,2,24
28,12,344,25,439,255,350,303,249,117,61,99,1,71
29,13,362,18,263,5,160,169,33,179,197,217,112,85,122
30,9,3,377,28,118,552,148,341,307,7
31,9,9,257,333,3,231,173,110,491,76
32,15,95,555,5,359,71,226,21,72,387,170,26,13,130,102,89
33,9,23,60,86,215,295,351,153,1,64
34,8,432,30,1,1,263,27,105,141
35,16,251,80,18,160,359,415,27,13,277,73,309,745,70,7,48,109
36,12,28,257,86,227,230,36,317,417,51,17,26,30
37,13,216,321,315,41,386,248,53,33,38,97,38,17,151
