170
Feature_ID,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,EquivalentDiameters,EulerAngles_0,EulerAngles_1,EulerAngles_2,FPhases,NumCells,NumNeighbors,SurfaceFeatures,Volumes
1,0.353924,-0.0504785,-0.534018,-0.766169,16.5882,3.60863,0.73119,3.89197,1,2390,6,1,2390
2,0.053582,-0.230879,-0.867114,-0.438107,16.9504,2.9018,0.478584,5.58731,1,2550,12,1,2550
3,-0.156809,-0.200777,-0.445611,-0.858213,19.7685,1.38666,0.515191,5.85436,1,4045,15,1,4045
4,-0.128095,0.191936,-0.692133,-0.683889,17.2978,6.09228,0.465707,1.77369,1,2710,14,1,2710
5,-0.186682,-0.110507,-0.412499,-0.88475,17.5701,0.970751,0.437352,6.18497,1,2840,11,1,2840
6,-0.128095,0.191936,-0.692133,-0.683889,20.389,6.09228,0.465707,1.77369,1,4438,15,1,4438
7,0.291667,-0.179161,0.86279,0.372056,22.9159,0.612823,0.698724,1.71451,1,6301,18,1,6301
8,-0.00113005,-0.159356,-0.113579,-0.980665,20.1535,1.67901,0.320085,4.83478,1,4286,17,1,4286
9,0.335369,0.34891,-0.0689851,-0.872371,16.2602,4.02569,1.01033,2.41532,1,2251,12,1,2251
10,-0.127871,-0.283282,-0.322826,-0.893971,17.3972,1.49333,0.63208,5.48294,1,2757,7,1,2757
11,-0.128512,-0.327168,0.185142,-0.917697,16.0207,0.997437,0.718351,4.8876,1,2153,11,1,2153
12,-0.00113174,-0.11651,0.101668,-0.987972,15.8274,1.45854,0.233562,4.61956,1,2076,12,1,2076
13,-0.171077,0.267505,0.22774,-0.920493,21.3422,5.03883,0.646251,0.759277,1,5090,24,1,5090
14,0.0844586,-0.0301389,-0.284142,-0.954579,15.4899,3.08814,0.179591,3.77367,1,1946,9,1,1946
15,-0.0439186,0.226626,0.186576,-0.954935,14.9028,4.71086,0.465886,1.18643,1,1733,3,1,1733
16,0.213274,0.0555587,0.144069,-0.964713,20.5229,3.24819,0.444432,2.73851,1,4526,16,1,4526
17,0.170922,0.098744,-0.0275366,-0.979937,17.7658,3.69356,0.397399,2.64581,1,2936,13,1,2936
18,0.254011,0.2677,0.100342,-0.923984,17.79,3.84505,0.755935,2.22179,1,2948,15,1,2948
19,-0.342332,-0.0300404,-0.0273054,-0.938702,21.8473,0.116608,0.701597,6.22474,1,5460,12,1,5460
20,0.170998,-0.0733408,-0.0275489,-0.982152,20.0305,2.76447,0.374307,3.5748,1,4208,18,1,4208
21,-0.12842,0.309593,0.227445,-0.914292,20.8896,4.86177,0.683574,0.933778,1,4773,15,1,4773
22,-0.172967,-0.0302575,0.144337,-0.973824,12.4687,0.0260344,0.353018,5.96286,1,1015,8,1,1015
23,0.127713,0.0556456,0.187241,-0.972386,16.3773,3.36227,0.279528,2.54046,1,2300,9,1,2300
24,0.0414673,0.310693,0.185666,-0.931278,16.6825,4.38292,0.637644,1.50669,1,2431,12,1,2431
25,0.210012,-0.32531,-0.238153,-0.890703,13.8198,2.40532,0.795207,4.40039,1,1382,10,1,1382
26,0.294013,0.307587,-0.195631,-0.883558,15.6967,4.16745,0.879036,2.55153,1,2025,10,1,2025
27,0.254656,-0.0300247,-0.240437,-0.936183,19.0539,3.27563,0.518633,3.51035,1,3622,14,1,3622
28,-0.128658,0.182626,0.312894,-0.923143,12.7569,4.99933,0.450591,0.63027,1,1087,7,1,1087
29,0.041613,0.012636,0.314527,-0.948252,17.1713,3.11613,0.0870059,2.52651,1,2651,13,1,2651
30,0.041733,0.226967,0.143998,-0.962294,17.319,4.38201,0.465741,1.6041,1,2720,7,1,2720
31,0.0836941,-0.241886,-0.323974,-0.910784,16.9726,2.24566,0.517673,4.72103,1,2560,8,1,2560
32,0.170573,0.141467,0.101296,-0.969861,14.6846,3.72992,0.446917,2.34513,1,1658,9,1,1658
