4.063948e-07,6.374910e-04
4.028221e-07,6.346827e-04
3.992963e-07,6.318990e-04
3.958166e-07,6.291396e-04
3.923822e-07,6.264042e-04
3.889923e-07,6.236925e-04
1.542585e-06,1.242008e-03
3.441087e-06,1.855017e-03
3.411739e-06,1.847089e-03
2.260450e-07,4.754419e-04
7.641689e-06,2.764361e-03
3.167770e-05,5.628294e-03
3.735292e-05,6.111703e-03
3.070699e-05,5.541389e-03
1.430360e-05,3.782010e-03
6.978394e-06,2.641665e-03
1.317504e-05,3.629743e-03
7.946380e-06,2.818932e-03
6.725975e-06,2.593449e-03
4.044141e-08,2.011005e-04
7.059941e-06,2.657055e-03
1.473450e-05,3.838555e-03
2.510196e-05,5.010186e-03
2.514883e-05,5.014861e-03
3.675145e-05,6.062298e-03
4.253325e-05,6.521752e-03
3.008098e-05,5.484613e-03
1.514085e-05,3.891124e-03
7.640480e-06,2.764142e-03
7.052285e-06,2.655614e-03
8.901184e-06,2.983485e-03
2.358782e-05,4.856729e-03
5.270021e-05,7.259491e-03
6.064871e-05,7.787728e-03
4.595539e-05,6.779041e-03
3.343837e-05,5.782592e-03
1.076801e-05,3.281464e-03
5.367475e-06,2.316781e-03
9.104589e-07,9.541797e-04
6.576619e-06,2.564492e-03
2.211466e-05,4.702623e-03
2.859217e-05,5.347165e-03
1.586669e-05,3.983301e-03
1.075994e-08,1.037302e-04
2.306336e-05,4.802432e-03
4.776537e-05,6.911249e-03
6.312621e-05,7.945201e-03
6.266460e-05,7.916097e-03
7.077891e-05,8.413020e-03
4.343925e-05,6.590846e-03
1.139914e-05,3.376261e-03
1.054359e-07,3.247090e-04
8.715757e-06,2.952246e-03
5.791099e-06,2.406470e-03
6.984047e-07,8.357061e-04
5.703981e-06,2.388301e-03
2.801450e-05,5.292873e-03
6.109452e-05,7.816298e-03
1.170729e-04,1.082002e-02
2.722643e-04,1.650043e-02
4.529528e-04,2.128269e-02
5.925364e-04,2.434207e-02
8.435379e-04,2.904372e-02
1.080529e-03,3.287140e-02
1.191361e-03,3.451610e-02
1.190539e-03,3.450419e-02
1.178297e-03,3.432634e-02
1.279959e-03,3.577651e-02
1.232286e-03,3.510393e-02
1.197745e-03,3.460845e-02
1.131170e-03,3.363288e-02
1.004695e-03,3.169692e-02
8.683526e-04,2.946782e-02
8.416886e-04,2.901187e-02
9.263830e-04,3.043654e-02
8.250077e-04,2.872295e-02
6.247321e-04,2.499464e-02
5.085089e-04,2.255014e-02
4.123968e-04,2.030755e-02
3.103665e-04,1.761722e-02
2.097685e-04,1.448339e-02
1.294940e-04,1.137954e-02
8.208876e-05,9.060285e-03
6.832510e-05,8.265900e-03
4.530781e-05,6.731108e-03
2.253847e-05,4.747470e-03
1.240394e-05,3.521922e-03
6.197925e-06,2.489563e-03
2.155323e-06,1.468102e-03
2.135504e-06,1.461336e-03
2.115957e-06,1.454633e-03
5.241693e-07,7.239954e-04
9.768343e-07,9.883493e-04
2.294786e-06,1.514855e-03
6.172033e-06,2.484358e-03
1.515365e-05,3.892769e-03
3.595748e-05,5.996456e-03
1.039487e-04,1.019552e-02
1.795326e-04,1.339898e-02
1.847793e-04,1.359336e-02
2.425128e-04,1.557282e-02
3.774362e-04,1.942772e-02
5.648085e-04,2.376570e-02
8.586334e-04,2.930245e-02
1.072250e-03,3.274523e-02
1.397790e-03,3.738702e-02
1.694342e-03,4.116239e-02
1.894360e-03,4.352425e-02
2.243199e-03,4.736242e-02
2.459224e-03,4.959056e-02
2.482377e-03,4.982346e-02
2.732250e-03,5.227093e-02
2.866383e-03,5.353861e-02
2.735843e-03,5.230529e-02
3.034138e-03,5.508301e-02
3.426440e-03,5.853580e-02
3.788515e-03,6.155092e-02
3.942190e-03,6.278686e-02
3.921182e-03,6.261934e-02
4.093902e-03,6.398360e-02
4.499745e-03,6.708014e-02
5.122944e-03,7.157475e-02
5.130636e-03,7.162846e-02
4.959186e-03,7.042149e-02
5.347589e-03,7.312721e-02
6.071429e-03,7.791938e-02
6.980715e-03,8.355068e-02
7.051184e-03,8.397133e-02
6.513519e-03,8.070637e-02
5.965709e-03,7.723800e-02
6.230770e-03,7.893522e-02
6.985487e-03,8.357923e-02
7.420054e-03,8.613974e-02
7.076567e-03,8.412233e-02
7.290965e-03,8.538715e-02
7.085400e-03,8.417482e-02
6.471597e-03,8.044624e-02
5.802815e-03,7.617621e-02
5.092084e-03,7.135884e-02
4.133509e-03,6.429238e-02
3.877585e-03,6.227025e-02
4.294898e-03,6.553547e-02
4.809293e-03,6.934907e-02
4.985088e-03,7.060515e-02
5.166033e-03,7.187512e-02
4.801883e-03,6.929562e-02
4.262314e-03,6.528640e-02
4.081908e-03,6.388981e-02
4.969464e-03,7.049442e-02
5.548219e-03,7.448637e-02
6.025311e-03,7.762288e-02
5.955393e-03,7.717119e-02
6.168040e-03,7.853687e-02
5.814429e-03,7.625240e-02
6.170199e-03,7.855061e-02
6.391773e-03,7.994856e-02
7.083087e-03,8.416108e-02
7.169135e-03,8.467075e-02
7.325430e-03,8.558872e-02
6.887391e-03,8.299031e-02
6.525381e-03,8.077983e-02
6.344224e-03,7.965064e-02
6.099369e-03,7.809845e-02
4.690623e-03,6.848812e-02
3.672693e-03,6.060275e-02
2.848351e-03,5.336995e-02
2.256472e-03,4.750234e-02
2.077999e-03,4.558507e-02
1.700059e-03,4.123177e-02
9.836049e-04,3.136248e-02
5.816002e-04,2.411639e-02
2.822600e-04,1.680059e-02
1.989243e-04,1.410405e-02
1.843708e-04,1.357832e-02
9.168393e-05,9.575172e-03
1.161374e-04,1.077671e-02
5.881306e-05,7.668967e-03
3.133374e-05,5.597655e-03
5.643412e-05,7.512265e-03
1.214558e-04,1.102070e-02
3.073479e-04,1.753134e-02
4.513526e-04,2.124506e-02
8.755117e-04,2.958905e-02
1.369691e-03,3.700933e-02
2.081640e-03,4.562500e-02
2.696245e-03,5.192538e-02
3.217346e-03,5.672165e-02
4.008398e-03,6.331191e-02
4.569763e-03,6.760002e-02
6.792184e-03,8.241471e-02
8.400588e-03,9.165472e-02
9.730946e-03,9.864556e-02
1.142464e-02,1.068861e-01
1.369550e-02,1.170278e-01
1.743263e-02,1.320327e-01
2.202045e-02,1.483929e-01
