48
Feature_ID,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,EquivalentDiameters,EulerAngles_0,EulerAngles_1,EulerAngles_2,FPhases,NumCells,NumNeighbors,SurfaceFeatures,Volumes
1,0.715169,-0.030906,0.191828,-0.671401,19.2428,2.82011,1.59564,2.90648,1,10877,4,1,3730.81
2,0.752806,-0.0919282,0.0702993,-0.647989,17.7334,2.91201,1.7217,3.15504,1,8513,7,1,2919.96
3,0.844834,0.0297461,0.19065,-0.499023,18.583,2.81185,2.01447,2.74146,1,9796,8,1,3360.03
4,0.858681,0.238269,0.218049,-0.397931,18.4774,2.91099,2.19964,2.36965,1,9630,4,1,3303.09
5,0.668901,-0.182161,0.221232,-0.68589,17.8985,2.5637,1.53201,3.09546,1,8753,5,1,3002.28
6,0.916763,0.0295946,0.069371,-0.392248,20.0195,2.99882,2.32219,2.93428,1,12248,8,1,4201.06
7,0.748829,0.30137,-0.0813069,-0.584654,17.58,3.6624,1.87878,2.89715,1,8294,5,1,2844.84
8,0.485921,-0.0610196,0.100075,-0.866108,17.5013,2.90164,1.02358,3.15148,1,8183,11,1,2806.77
9,0.676894,0.242307,0.0396489,-0.693923,18.6321,3.42827,1.6046,2.74076,1,9874,8,1,3386.78
10,0.598212,0.0604317,0.0397937,-0.798064,18.0513,3.19245,1.29015,2.99109,1,8979,7,1,3079.8
11,0.809336,0.0603965,0.0397706,-0.582877,16.1003,3.14795,1.89372,2.99898,1,6371,8,1,2185.25
12,0.434613,-0.000477895,0.396316,-0.80873,15.7455,2.68484,0.899219,2.68704,1,5959,8,1,2043.94
13,0.748022,-0.0750797,-0.437963,-0.492965,16.1071,3.76794,1.70152,3.96801,1,6379,4,1,2188
14,0.883259,0.0596156,-0.201134,-0.419338,17.9746,3.65622,2.17414,3.52143,1,8865,5,1,3040.7
15,0.527925,0.0298873,0.00930735,-0.848714,17.4555,3.18718,1.1143,3.07407,1,8119,3,1,2784.82
16,0.648705,-0.271389,0.250029,-0.665594,15.0135,2.38602,1.55974,3.17848,1,5166,3,1,1771.94
17,0.530798,0.0890624,0.427006,-0.726627,18.9433,2.77654,1.13664,2.44406,1,10377,5,1,3559.31
18,0.482208,0.120445,0.0999617,-0.861961,15.4557,3.27091,1.04033,2.78137,1,5636,7,1,1933.15
19,0.785685,0.241453,0.0999939,-0.560715,16.9714,3.26327,1.92965,2.66696,1,7462,7,1,2559.47
20,0.398123,-0.000481434,-0.200855,-0.895073,15.1708,3.36113,0.81894,3.36355,1,5330,7,1,1828.19
21,0.596243,0.0908391,-0.0515568,-0.79598,18.5316,3.35746,1.29482,3.05508,1,9715,10,1,3332.24
22,0.797137,0.0017272,0.420096,-0.433693,19.0426,2.37428,1.84508,2.36995,1,10541,8,1,3615.56
23,0.931595,0.363498,-4.09825e-08,1.52028e-08,1.73698,2.29804,3.14159,1.554,2,8,1,1,2.744
24,0.951267,0.30837,-4.28847e-08,-8.46107e-09,5.9342,1.68948,3.14159,1.06252,2,319,3,1,109.417
25,0.963856,-0.266422,-4.33396e-08,-5.6891e-09,5.08742,1.1706,3.14159,1.70995,2,201,2,1,68.943
