 mat, numRuns, sve_band_thickness, sve_banded, sve_dream3d, sve_geometry, sve_periodic,MS_repeat, sve_repeat, sve_res, sve_x, sve_y, sve_z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Al7075,1,1,FALSE,TRUE,smooth,TRUE,FALSE,FALSE,0.00075,0.04575,0.06075,0.04575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
